Unnamed: 0,Tweet,Location,year,month,day,Sentiment
3727,  فودافون راحت,"القاهرة, مصر",2022,3,31,negative
3728,   الخط ده مسجل باسمي في شركة فودافون  ومسجل باسم شخص تاني في شركة اتصالات  ليه شركة اتصالات بتعمل كده علشان انا مشيت من عندهم ليه سؤء المعامله ده  شركة اتصالات تبيع رقم عميل مشي من عندها  مين بيحاسب اتصالات علي اخطاها ,"القاهرة, مصر",2022,3,31,negative
3729,اليوم اللى الناس كلها فتحت انترنت داتا فودافون ببلاش  كنت انا غيرت الاعدادات علشان افتح داتا من خط موبينيل   مبخت ومحظوظ طول عمرى   صباحالخير,Egypt,2022,3,31,neutral
3730,لا اطمن  خدوا فودافون  ,مصر,2022,3,31,negative
3731,أعرف ناس زى فودافون دلوقتى كده,"Alexandria, Egypt",2022,3,31,negative
3732,ده فودافون بعد متحل المشكله هتخصم منكم من هنا ليوم القيامه فودافون,Egypt,2022,3,31,negative
3733,والله انا فى قمة الخجل من فودافون كنت عاوز افتح واشوف السيستم لسه واقع ولا لا  لقيت المفاجأة الجميلة دي  ,Egypt ,2022,3,31,negative
3734,كلهم مهتمين بوقوع سيستم فودافون و محدش مهتم بقلبي اللي وقع في حبها ,Cairo ,2022,3,31,negative
3735, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,31,neutral
3736, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,31,neutral
3737, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,31,neutral
3738, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,31,neutral
3739, بعمل سيشن فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,31,neutral
3740, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,31,neutral
3741, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,31,neutral
3742, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,31,neutral
3743,متعتك عندي بتحويل فودافون كاش سكس فون و كاميرا,مصر,2022,3,31,negative
3744, كانت مصر كلها فاتحه داتا النهارده ببلاش عشان سيستم فودافون كان واقع ازاي فاتك ي بنتي,mansoura,2022,3,31,negative
3745,انا ملحقتش حوار فودافون ده ,"El sharkia,Egypt",2022,3,31,neutral
3746,شركه فودافون بعتلي بتقولي مبروك كسبت  وحدة م مكفيهم الوحده الي انا فيها, ,2022,3,31,positive
3747, هي فودافون عملت ايه,"Cairo, Egypt",2022,3,31,negative
3748,وبعدين يا اتصالات مش ناويه تغلطي زي فودافون كده,Aswan ,2022,3,31,negative
3749,أول رد من فودافون على عطل الشبكة في مصر  ,مصر,2022,3,31,neutral
3750,فودافون اتعمل معاها الصح يلا عقبال اورنج  ,Cairo,2022,3,31,positive
3751,مصدر مسئول لم يحدث اختراق لشبكة فودافون أثناء العطل وبيانات العملاء امنه ,القاهرة مصر,2022,3,30,neutral
3752,كان نفسي افرح معاكو بس انا مشغل نت ببلاش ع طول من فودافون من يجي  سنين,Benha,2022,3,30,positive
3753, لسة بقول بعد فودافون وبيبسي ادحدر بيه الحال للبريد المصري ,Egypt,2022,3,30,negative
3754,شركة فودافون النصابه جدا بتلم فلوس الإعلانات من دم الناس و بتسرق رصيدهم عشان تدفع ملايين للمشاهير  ,"القاهرة, مصر",2022,3,30,negative
3755,احب اقول للناس اللي فاكره انها ضحكت عل فودافون ده هتعمل معاكم الجلاشه  بما اني بتاع موبيلات,مصر ,2022,3,30,negative
3756, اعتقد ان فودافون هما الي ورا الموضوع ده لاسباب غير معروفة حتي اللحظه بس هو مجرد احساس قوي مش اكتر,Egypt,2022,3,30,negative
3757, او من خلال حسابك علي موقع فودافون او تطبيق انا فودافون من خلال  اللينك ده ,"Cairo, Egypt",2022,3,30,neutral
3758,أحزانك دي كلها متجيش حاجه جمب واحد ممعهوش خط فودافون دلوقتي,"Cairo, Egypt",2022,3,30,negative
3759,جماعه ايه حوار النت ببلاش في فودافون محصلش و الله أنا فاتحه داتا و دخلت علي الابليكشن لقيت الباقه بيتسحب منها عادي بس الناس الي بتقول ببلاش ديه بتحب الهيصه,Egypt,2022,3,30,negative
3760, يريتني كنت فودافون ,Mit ghamr,2022,3,30,negative
3761, لو خطك فودافون معمول عليه عروض جامده,Mansoura,2022,3,30,neutral
3762, لا يا صاحبي أنا الحمد لله شحنت ومعنديش نت اصلا مع اني فودافون والله بقالي سنين بس مش عارف في اي بالظبط هو أنا نحس في كل حاجه كدا,مطرح ما تعوزني هتلاقيني جانبك,2022,3,30,neutral
3763,تنظيم الاتصالات يفتح تحقيقا وخطا ساخنا لمتابعة انقطاع خدمة فودافون ببعض المناطق ,القاهرة مصر,2022,3,30,neutral
3764,اي حد معاه فودافون يفتح داتا النت هيشتغل معاه حتى لو مفيش رصيد,MANSOURA,2022,3,30,negative
3765,شركه فودافون بعد ما تحل المشكله ,mansoura,2022,3,30,neutral
3766,تخيل ايها الموطن ان عشان اكلم خدمة عملاء فودافون اتصل  واتابع خطوات واستمر عشان اكلم موظف خدمة العملاء الاقي الرسالة الصوتية ان الانتظار مابين  دقيقة الي  دقيقة تقريبا او اني اختار رقم واحد ولما يجي دوري يكلموني ,"Cairo, Egypt",2022,3,30,neutral
3767, فضلوا يخربوا فيه برضه قبل ما يبيعوه زى ما بيعملوا ف فودافون بقالهم فتره,EGYPT,2022,3,30,negative
3768,فودافون حواراتها كترت والواحد بيزهق بسرعه ,"Luxor, Egypt",2022,3,30,negative
3769,بكت جميع حواسه وجوارحه إلا عينيه   نجيب محفوظ فودافون,Egypt,2022,3,30,negative
3770,تقدر تتبرع بزكاتك وصدقاتك لبيت الزكاة والصدقات في كل البنوك المصرية من خلال رقم  للصدقات ورقم  للزكاة أو من خلال الاتصال  بالخط الساخن   وتقدر تتبرع وأنت في مكانك عن طريق  محفظة أورانج    أو فودافون كاش  وتقدر تتبرع أون لاين   ,Egypt,2022,3,30,neutral
3771,تقريبا كل مصر استفادت من شركة فودافون انهاردة الا انا ,المنصورة ,2022,3,30,negative
3772,والله المفروض نرفع دعاوى ع فودافون دى شاطرين يقلبونا فى الفلوس وخدمة زى الزفت, Egypt,2022,3,30,negative
3773,تعطل خدمات شبكة فودافون في مصر الشركة تعتذر والقومي للاتصالات يتدخل   ,"Cairo, Egypt",2022,3,30,neutral
3774, اهلا بحضرتك  ممكن توضيح اكتر مشكلة الشبكة بتواجهك في كل الأماكن و لا مكان محدد  و من امتى والمشكلة في رقمك فقط ولا ارقام فودافون في نفس المكان   ,"Cairo, Egypt",2022,3,30,neutral
3775,طيب انا كنت بعيط من شوية عشان شبكة فودافون واقعة ومش عارفة اكلم اي حد يجبلي اكل وحتى كلمتهم واتساب مردوش شوفت مكان تاني خالص وطلبت وكله تمام الاوردر داخل ف ساعتين ومجاش جعانة وزعلانة يعني ليه كده طب ,"Alexandria , Egypt",2022,3,30,negative
3776, اولا فى كل الاماكن ثانيا من اكتر من سبع سنوات وفى معظم ارقام فودافون,مصر,2022,3,30,neutral
3777,رقم خدمة عملاء فودافون كاش ,Egypt,2022,3,30,neutral
3778, و ممكن تجربة خطوات تنشيط الشبكة من خلال ضبط الشبكة بشكل يدوى  اختيار أي شبكة غير فودافون و اختيار فودافون و بعدين قفل التليفون و فتحه تاني وتجربة الخدمة وابلاغنا بالنتيجة  و لو لسه نفس المشكلة ممكن ارسال رقمك و العنوان بالتفاصيل على الانبوكس ,"Cairo, Egypt",2022,3,30,neutral
3779, ممكن توضيح اكتر مشكلة الشبكة بتواجهك في كل الأماكن و لا مكان محدد  و من امتى  والمشكلة في رقمك فقط ولا ارقام فودافون في نفس المكان    ,"Cairo, Egypt",2022,3,30,neutral
3780, تم انقطاع الشبكه فودافون بس ممكن نعرف السبب,مصر,2022,3,30,negative
3781,المهم انا انهارده كنت فاتحه الباقه ف فتره ما بين  ل  العصر والشبكة كانت واقعه فعلا من  كدا وقعت خالص والغريبة ان الباقه والنت فضلوا شغالين وب اقصي سرعه وبعد ما فتحت  المغرب اقلب كدا بعد ما خلصت شغل اكتشفت قال ان فودافون كانت بتخسر واننا كنا فاتحين ببلاش  ,Egypt,2022,3,30,negative
3782,استنو بس هقفل داتا من خط فودافون,"Mansoura, Egypt",2022,3,30,negative
3783, لا اعتقد أن هناك شبكة في مصر افضل من فودافون وجرب شبكه أخرى وأنت تقارن,"Cairo, Egypt",2022,3,30,neutral
3784,كتر الف شيرك فودافون ,Egypt,2022,3,30,negative
3785,المشهد المحذوف من مسلسل الاختيار   ولماذا اثر السيسي على تجسيد ياسر جلال له بدلا من مجد هنيدي  الاختيار فودافون,"القاهرة, مصر",2022,3,30,neutral
3786, فودافون كان عندهم مشكله في السستم وشغال نت ببلاش,Egypt,2022,3,30,negative
3787,تحذير هام لكل مستخدمي فودافون في مصر  عطل مفاجيء في شبكة فودافون في مصر   ,Egypt,2022,3,30,negative
3788, كواليس مسلسل الاختيار و أول ظهور لياااااااااسر جلال  سم  في دور السيسي سم   فودافون السيسيبيسلممصر,"القاهرة, مصر",2022,3,30,neutral
3789, كواليس مسلسل الاختيار و أول ظهور لياااااااااسر جلال  سم  في دور السيسي سم   فودافون مصرالسنغال,"القاهرة, مصر",2022,3,30,neutral
3790, كواليس مسلسل الاختيار و أول ظهور لياااااااااسر جلال  سم  في دور السيسي سم   فودافون,"القاهرة, مصر",2022,3,30,neutral
3791,احب اشكر فودافون جدا على اليوم الفري  حلال فيكم ,"Cairo, Egypt",2022,3,30,positive
3792,فودافون واقع اكتر ماهو واقع ف العادي,"القاهرة, مصر",2022,3,30,negative
3793, انا معايا فودافون خير ايه الجديد,"Alexandria, Egypt",2022,3,30,positive
3794, فودافون سيستمها كان واقع وكله كان فاتح نت ببلاش ,Zagazig,2022,3,30,negative
3795,انهارده السيستم لشركه فودافون وقع والناس فتحت النت مجانى  ,مصر,2022,3,30,negative
3796,تقريبا كده مصر كلها فتحت نت ببلاش من فودافون ماعدا أنا و  آخرون,Mansoura,2022,3,30,negative
3797,هي شبكه فودافون سقطت من شوئ ,Egypt,2022,3,30,negative
3798,من احلي الحاجات في اليوم انهارده ان نزلت حلقات المسلسل قمه السعاده  شكرا فودافون ,mansoura,2022,3,30,positive
3799,سيستم فودافون وقع ف كله شغل نت ببلاش جه عند العبد لله ال عامل باقه اصلا والشبكه واقعه طول اليوم وحظ يحظ,"المنوفية, مصر",2022,3,30,negative
3800,يعني يجدعان تتهكر شركه فودافون وتفتحوا نت براحتكوا ومحدش يقولي  حسبي الله  كنت عايز انتقم منهم  بس حلال عليهم ال  مليون جنيه ال خسروهم وان شاء تتكرر تاني ,banha,2022,3,30,negative
3801,ده فودافون بعد متحل المشكله هتخصم منكم من هنا ليوم القيامه,"المنوفية, مصر",2022,3,30,negative
3802,زحام مروري بسبب شقة فيفي   الاختيار فودافون,"القاهرة, مصر",2022,3,30,negative
3803,فودافون النهارده           ,cairo,2022,3,30,neutral
3804,الناس اللي معاهم فودافون شغالين ببلاش علي الداتا النهارده  شركه حراميه تستاهل أحسن أحسن ,"Luxor, Egypt ",2022,3,30,negative
3805, انا مخدتش بالي من الموضوع ده بس اعتقد فودافون بالذات لا مش سرقة خالص تخليص حق يمكن   دول سارقين نص رصيدنا من يوم م فتحوا اصلا وتمام يعني , ,2022,3,30,negative
3806,محتاج أشكر تويتر و بالأخص     اللي لولاهم مكنتش هعرف ان النت ببلاش ع فودافون و لحقت عملت أبديت للفون و ل بابجي ف شكرا ليكم ,"El Minya, Egypt",2022,3,30,positive
3807,كان نفسي افتح نت زيكو من فودافون بس انا شاحن رصيد كتير ف الاكيد هياخدوه  وحاسس ان الموضوع فيه خازوق وكل الشعب هيشيل اوبح لما يشحنوا ,"الغربية, مصر",2022,3,30,negative
3808, واللي مش معااه فودافون يعمل ايي اصلا , Egypt,2022,3,30,negative
3809,تقريبا كده مصر كلها فتحت نت ببلاش من فودافون ماعدا أنا و  آخرون,"El Sharkia, Egypt",2022,3,30,negative
3810,الظاهر والبطن من الاخر  شركه فودافون اتهكرت  اتهكرت اتهكرت على الله نفهم وكمان وى  فودافون اليوم  وتعلن خسارتها اليوم  مليون جنيه استهلاك عملاء فودافون للنت المجاني اليوم قال ايه بعد وقوع السيستم  ,Egypt Cairo /01111677727,2022,3,30,negative
3811, الظاهر والبطن من الاخر  شركه فودافون اتهكرت  اتهكرت اتهكرت على الله نفهم وكمان وى  فودافون اليوم  وتعلن خسارتها اليوم  مليون جنيه استهلاك عملاء فودافون للنت المجاني اليوم قال ايه بعد وقوع السيستم  ,Egypt Cairo /01111677727,2022,3,30,negative
3812, والله  واحد من الناس محظوظ ف فودافون و واخذ حقي ثالث ومثلث نت ببلاش مكالمات ببلاش وكل حاجه ببلاش,"القاهرة, مصر",2022,3,30,positive
3813,طب ما انا فودافون ليه مش شغال معايا,"Cairo, Egypt",2022,3,30,negative
3814,شركة فودافون تعلن خسارتها اليوم  مليون جنيه استهلاك عملاء فودافون النت المجانى بعد وقوع السيستم من قبل هكر ,"القاهرة, مصر🇪🇬",2022,3,30,negative
3815,شعب لو لاقي مال قارون حيخلصه في ساعه  فودافون  مصرالسنغال ,"Cairo, Egypt",2022,3,30,positive
3816,نت بلاش من فودافون  والباقة كل تنقص تزيد تاني كله يلحق تهنيج السيستم ويحمل افلامه ,Egypt,2022,3,30,negative
3817,لو رصيدك في محفظة فودافون كاش أقل من  جنيه احتمال كبير متعرفش تسحبهم من الماكينة بس تعرف تنقذ بيها طفل وتشيل عبء علاجه من على أسرته أو تساعدنا نوصل خدماتنا الطبية لكل المحتاجين شارك بتبرع على محفظة فودافون كاش باسم المؤسسة  ادعممرسال  ابعتفرحة ,"Cairo, Egypt",2022,3,30,positive
3818,فودافونعطل خارج عن إرادتنا يتسبب في مشكلة بالشبكة ,القاهرة مصر,2022,3,30,negative
3819,شكلها هتحلو يا ولاد  اللي معاه شريحة فودافون مسجلة باسمه يتصل علي  بيديك ج من فودافون كاش بمناسبة شهر رمضان  جربوها يا جماعه انا جربتها وطلعت كدب,Egypt,2022,3,30,negative
3820,  يارتني فودافون ياخي  احسن سرقوا مني زمان خط مميز يستاهلوا حراميه اصلا فرحت فيهم اوي,Egypt. Cairo,2022,3,30,negative
3821, كل حاجه وكل ابلكيشن علي فودافون النهاره بالذات كلها  ومش بتكمل بس بعد كام محاوله هتفتح,Egypt,2022,3,30,negative
3822, يبقى الناس اللي عندي هنا كلهم مش فودافون ,Egypt,2022,3,30,neutral
3823,في اجماع اهو ان فودافون خرية,Egypt ,2022,3,30,negative
3824,الحمدلله تم العثور علي كورة بلن صلاح خبطت في شركة فودافون وقعت السيستم,"Alexandria, Egypt",2022,3,30,negative
3825,فودافون مستغربة ازاي النت بيتسحب بالسرعة دي انا  ,"Kafr El Sheikh, Egypt",2022,3,30,negative
3826, سيستم فودافون كان واقع,"القاهرة, مصر",2022,3,30,negative
3827,شبكة فودافون مش شغالة في بيتنا أصلا," Aswan, Egypt",2022,3,30,negative
3828, فودافون السيستم بتاعها وقع والناس فتحت نت ببلاش تحميل و سوشيال وكل حاجه  ,Assiut,2022,3,30,negative
3829,شقة الراقصة فيفي عبده وكوبري السيسي   محمدصلاح اتركجوالك فودافون,"القاهرة, مصر",2022,3,30,neutral
3830,النت المجاني بتاع فودافون عامل ضغط وتقل علي كل الشبكات ياجماعة خفو شوية,"القاهرة, مصر",2022,3,30,negative
3831, اقصد فى مشكلة ضغط على الشبكات لان فودافون اتعطلت,Egypt,2022,3,30,negative
3832, أنا فاصل الواي فاي وشغال فودافون حتى الآن ,"القاهرة, مصر",2022,3,30,neutral
3833,فودافون بسبب الساعتين تلاته اللي السيستم وقع فيهم انهارده خسرت  مليون جنيه,"Alexandria, Egypt",2022,3,30,negative
3834,ده فودافون بعد متحل المشكله هتخصم منكم من هنا ليوم القيامه,Tanta,2022,3,30,negative
3835, كده فودافون هتتباع,Egypt,2022,3,30,negative
3836,هل تواجه شبكة فى مشكلة فودافون فودافون,Egypt,2022,3,30,neutral
3837,العين اللي تستصغرك اعميها       محمدصلاح   الفيفا  فودافون  ضياءحمارشه        نجدهباحثيمصر  الدكتوراهللجهازالاداري,Egypt,2022,3,30,negative
3838,فيه عطل كان  ف شركه فودافون والنت شغال ببلاش دلوقتي افتحوا الداتا وهيصوا بقى,"Cairo, Egypt",2022,3,30,negative
3839,مليار دولار وديعة لحساب مصر وضعتها السعودية فى البنك المركزى  مما يجعلنى اتسائل عن مسيرة الاصلاح التى تنتهى دوما بالاقتراض او المعونات  واتسائل عن الثمن ولاتقل حضن عربي  السيسيبيسلممصر محمدصلاح الفيفا فودافون  ضياءحمارشه   نجدهباحثيمصر  الدكتوراهللجهازالاداري,Egypt,2022,3,30,negative
3840, حق الحياة  حق الحرية  حق العدالة  حق العمل  حق التعليم  حق إبداء الرأي   حق حفظ الكرامة الإنسانية  حقوق نسمع بها ولكننا لا نراها في دولنا  السيسيبيسلممصر   محمدصلاح   الفيفا  فودافون  ضياءحمارشه   نجدهباحثيمصر  الدكتوراهللجهازالاداري,Egypt,2022,3,30,negative
3841,ليست العودة إلى الإسلام أن نكتب على رايتنا الله اكبر بل العودة إلى الإسلام أن نملأ قلوبنا الله أكبر ونجعلها باعث اعمالنا وهدف حياتنا  السيسيبيسلممصر  محمدصلاح   الفيفا       فودافون  ضياءحمارشه   نجدهباحثيمصر  الدكتوراهللجهازالاداري,Egypt,2022,3,30,positive
3842,بس فودافون مدلعانا انهارده,Tanta,2022,3,30,negative
3843,لا بس حوار فودافون ده طلع جامد,Egypt ,2022,3,30,positive
3844,تفاصيل كروت الفكة  و جنيه من فودافون عروض فودافون عرض كارت الفكة الـ جنيه ,"Cairo, Egypt",2022,3,30,neutral
3845,العين اللي تستصغرك اعميها       محمدصلاح   الفيفا  فودافون  ضياءحمارشه        نجدهباحثيمصر  الدكتوراهللجهازالاداري   السيسيبيسلممصر,مصر,2022,3,30,negative
3846,أوعي فرحة النت اللي ببلاش ده تنسيك أن ده حرام استغلالك ان الشبكة واقعة ف شركة فودافون وفتحك للنت الي ببلاش ده سرقة واخد حق مش حقك هتحاسب عليها امام الله وممكن بيها تترمي ف جهنم يوم القيامة ودي مفيهاش مغفرة من ربنا نفسه عشان دي مظالم عباد فمتستهونش وتجري ورا الي بيجري ع الحرام,"القاهرة, مصر",2022,3,30,negative
3847,بحب المفاجئات اللى زي بتاعت فودافون دى بتحسسنى ان ف يوم من الأيام الخير هينتصر على الشر و لو لساعتين ,Egypt,2022,3,30,positive
3848,هو اي حوار فودافون دا ,Tanta ,2022,3,30,neutral
3849,يرتني كان خطي فودافون ,"Giza, Egypt",2022,3,30,negative
3850, فودافون لتعمل احلي دعايه,Egypt,2022,3,30,negative
3851,عندي امل ان السيستم هيقع بكرا زي فودافون ومش همتحن,Benha,2022,3,30,negative
3852,اللي معاه خط فودافون بإسمه يتصل ب  هياخد  جنيه رصيد أنا جربتها وطلعت كدب  ,Egypt ,2022,3,30,neutral
3853, اعتقد ان فودافون عندها مشكلة ئاثرة  وهى السبب,Egypt,2022,3,30,negative
3854,حاسه انكو هتطلعوه علينا النت دا  انا معملتش حاجه   فودافون,El Sharkia,2022,3,30,negative
3855,يارب السيستم بتاع الكلية يبوظ زي فودافون وافتح الاقي كل المواد ,"North Sinai, Egypt",2022,3,30,negative
3856,الناس كلها شغاله فودافون وبتحمل افلام فول اتش دي مجانا وولعانه معاهم  انا مع ماي اتصالات ,"Tanta, Egypt",2022,3,30,neutral
3857, فودافون,"Cairo, Egypt",2022,3,30,neutral
3858, فودافون كمان قفلت,"Beni Suef, Egypt",2022,3,30,negative
3859,شركة فودافون بعد ما صلحت السيستم  ,Egypt,2022,3,30,negative
3860,فودافون عملت معانا واجب معملوش معانا الواي فاي والله  ,Ras El-Bar ,2022,3,30,negative
3861,الشبكة النهاردا أسوأ من العادي بمراحل فودافون بتجامل ولا ايه,Mansoura ,2022,3,30,negative
3862,ااه ي بنت كلب يا فودافون لو خدتى من جنيه رصيد اللى حاطها  من الصبح,mansoura,2022,3,30,negative
3863,فودافون  اللي طلعناه عليها بط بط هتطلعوا علينا بعد كده وز وز,Giza,2022,3,30,negative
3864,أخش أنام ساعتين أصحى ألاقي مصر كلها مهكرة نت من فودافون ببلاش,"Mansura,Egypt",2022,3,30,negative
3865,الناس اللي قالبة الدنيا عشان حوار فودافون ده عمرها ما سمعت عن ثغرات الشركات قبل كدا و النت المفتوح اللي عيشنا عليه شهور ,"Alexandria, Egypt",2022,3,30,negative
3866,طب انزل اشتري خط فودافون دلوقتي ولا ايه,Beni suef,2022,3,30,negative
3867,اااه ي جدعان على روقان فاتحه نت ببلاش اى اللى جرا ليكى يا فودافون شكلها عاوزه تدخل رمضان على نضيف,mansoura,2022,3,30,negative
3868,وفى الورد اشكال الوان ورائحه وعبير وليس الظل كالحق وليس كل الناس على حق  فودافون,"Minya,Egypt",2022,3,30,positive
3869,يعني يوم م سيستم فودافون يقع اعرف بعدها ب  ساعات يكونوا قفلوا الداتا إنتو مش جدعين ع فكرا ,"القاهرة, مصر",2022,3,30,negative
3870,بعد اعلان فودافون خسارتها  مليون فالشوية اللى السيستم وقع فيه فاحب ابشركوا انها هتركبنا وتلف بينا وهتاخد فلوسها دى الضعف وشكرا,"Cairo, Egypt",2022,3,30,negative
3871,تقريبا كده مصر كلها فتحت نت ببلاش من فودافون ماعدا أنا و  آخرون,"El Sharkia, Egypt",2022,3,30,negative
3872,فودافون بعد متحل المشكله هتخصم مننا من هنا ليوم القيامه ,"Cairo, Egypt",2022,3,30,negative
3873,فودافون خسرت في ساعتين  مليون جنيه بسبب واحد وقع ليهم السيستم ومصر كلها كل واحد خلص  جيجا في  ساعات  ,Tanta,2022,3,30,negative
3874,سستم شركه فودافون اجدع من ناس كتير اعرفها,"المنصوره, مصر",2022,3,30,negative
3875, و ممكن تنشيط الشبكة من خلال ضبط الشبكة بشكل يدوى   عن طريق اختيار أي شبكة غير فودافون و اختيار فودافون و بعدين قفل التليفون و فتحه تاني وتجربة الخدمة وابلاغنا بالنتيجة ,"Cairo, Egypt",2022,3,30,neutral
3876,يعني يوم ما اجدد الباقة الاقي النت بقي ببلاش في فودافون ,"Egypt, Mansoura",2022,3,30,positive
3877,تقريبا كده الكل سرق نت من فودافون إلا أنا فودافون,"القاهرة, مصر",2022,3,30,negative
3878,سيستم فودافون وقع و النت فتح مجاني  جايلي  ميجا بس نينجا بقالي ساعتين بيهم ع النت ,"Cairo, Egypt",2022,3,30,neutral
3879,دا لون رجليها مبالك بقا بلون قلبها  فودافون ,Egypt,2022,3,30,neutral
3880,ياريتنى ما رميت خط فودافون القديم,zagazig,2022,3,30,negative
3881,النهاردة شبكة فودافون وقعت في وقت مقابلة مهمة كنت متفقة فيها مع الشخص اللي جاي انه يكلمني اول ما يوصل مكان معين فاقوله يعمل ايه عشان يوصلي وفضلت احاول ألاقي طريقة اوصله بيها في المعاد و معرفتش غير اني انزل المكان اللي قولتله عليه لقيته واقف مستنيني فعلا و بيحاول يوصلي مش عارف,Egypt,2022,3,30,neutral
3882,شركه فودافون دلوقتي  ,"El Sharkia, Egypt",2022,3,30,neutral
3883,ليست العودة إلى الإسلام أن نكتب على رايتنا الله اكبر بل العودة إلى الإسلام أن نملأ قلوبنا الله أكبر ونجعلها باعث اعمالنا وهدف حياتنا  السيسيبيسلممصر  محمدصلاح   الفيفا       فودافون  ضياءحمارشه   نجدهباحثيمصر  الدكتوراهللجهازالاداري,Cairo ,2022,3,30,positive
3884, حق الحياة  حق الحرية  حق العدالة  حق العمل  حق التعليم  حق إبداء الرأي   حق حفظ الكرامة الإنسانية  حقوق نسمع بها ولكننا لا نراها في دولنا  السيسيبيسلممصر   محمدصلاح   الفيفا  فودافون  ضياءحمارشه   نجدهباحثيمصر  الدكتوراهللجهازالاداري,Cairo ,2022,3,30,negative
3885,مليار دولار وديعة لحساب مصر وضعتها السعودية فى البنك المركزى  مما يجعلنى اتسائل عن مسيرة الاصلاح التى تنتهى دوما بالاقتراض او المعونات  واتسائل عن الثمن ولاتقل حضن عربي  السيسيبيسلممصر محمدصلاح الفيفا فودافون  ضياءحمارشه   نجدهباحثيمصر  الدكتوراهللجهازالاداري,Cairo ,2022,3,30,negative
3886,انا حذفت كل البنات إللي عندي وسيبتها هي بس كنت عايز اقولك شبكة فودافون وقعت وانتي لسه موقعتيش فحبي ,"Cairo, Egypt",2022,3,30,negative
3887,فودافون بعتولى الرساله دى الآن عايزين يلمو ال  مليون  ,"القاهرة, مصر",2022,3,30,negative
3888,تقريبا موضوع نت فودافون ده شغال عند مصر كلها ما عدا أنا, ,2022,3,30,positive
3889, انا كنت حاجه من عشره قبل كدا  بس انا بتكلم ع النت بتاع فودافون السيستم واقع بيوزعوا نت ببلاش ,المنصورة,2022,3,30,negative
3890,اللي معاه خط فودافون اللي معاه اي خط تاني ,mansoura,2022,3,30,neutral
3891,تعبنا المرحلة اللى جاية عشان اعمل مكالمة من الخط محتاج اطلع برج ايڤيل     فودافون,Tanta ,2022,3,30,negative
3892,شركة فودافون لما تحل المشكلة  ,Egypt,2022,3,30,negative
3893, لا نت من فودافون ,El Minia,2022,3,30,negative
3894,النت شغال ببلاش على فودافون بس حرام ولا حلال ,تل ابيب🌍🇪🇬,2022,3,30,negative
3895,حتي لو سيستم فودافون واقع و تعرف تفتح نت ببلاش و تنتهز الفرصة فعاوزة أقول إن الحرام حرام حتي لو متاح لأن دا اغتصاب حق مش حقك دا سرقة لو تعلم يعني حتي لو هم بيسرقونا طول العمر دا مش مبرر لسرقتك و فكر إن لك يوم و ربنا هيحاسبك علي أفعالك كويساتق الله,المنصورة,2022,3,30,negative
3896, من اكتر من سبع سنين وشغال نت مجاني من فودافون,banha,2022,3,30,negative
3897,السرقه هتعوض الخساره  فودافون,مصر,2022,3,30,negative
3898,هو موضوع فودافون ده ليه عمل ضجه النهارده  ما كده كده الشبكه واقعه نص الوقت,Cairo,2022,3,30,negative
3899,يارب موضوع فودافون ده يطول انا غلبان والله,"Luxor, Egypt",2022,3,30,positive
3900,انا من موقعي هذا احب اشكر شركة فودافون علي النت الجميل ده وربنا المنتخب يزعلنا  فودافون تدلعنا ,"Luxor, Egypt",2022,3,30,positive
3901,انا عاوز استفيد من اللي بيحصل ف فودافون ده ي جدعان حرام يفوتني الصراحه مش عارف اعمل ايه دول كتير سرقوني نفسي اعوض اي حاجه واشفي غليلي,Cairo,2022,3,30,negative
3902,تقريبا كده مصر كلها فتحت نت ببلاش من فودافون ماعدا أنا و  آخرون ,Mansoura,2022,3,30,negative
3903,ده فودافون بعد متحل المشكله هتخصم منكم من هنا ليوم القيامه فودافون,ismailia,2022,3,30,negative
3904,  ان مصر كلها بتاخد حقها من فودافون دلوقتي,"Beni Suef, Egypt",2022,3,30,positive
3905,طب انزل اشتري خط فودافون دلوقتي ولا ايه,"القاهرة, مصر",2022,3,30,negative
3906,انا بعد محملت مسلسلين وجتلي ماسدج من فودافون ,Assuit,2022,3,30,negative
3907, النت ببلاش السيستم وقع في فودافون,Egypt,2022,3,30,negative
3908,من وقت ما عرفت ان سيستم فودافون واقع وانا قاعد احمل ف محاضرات وسكاشن وافلام وفيديوهات يوتيوب من الساعة   و لحد دلوقتي شغالة معايا و مقلق والله شامم ريحة غدر ف الموضوع وشكلي هرمي الخط ف الآخر ,Mansoura,2022,3,30,negative
3909,عاجل  عطل فني خارج عن إرادتنا  أول تعليق من فودافون على مشاكل الخدمة  صدىالبلد البلد ,Egypt,2022,3,30,neutral
3910,وبعدين يا اتصالات مش ناويه تغلطي زي فودافون كده,"Cairo, Egypt",2022,3,30,negative
3911, لا دي فودافون وقعت فتره انهارده,"North Sinai, Egypt",2022,3,30,negative
